paper_id,pmid,title,authors,pub_year,published,journal,doi,external_url,source_page
abcd_33821002,33821002,Shared heritability of human face and brain shape.,Naqvi S; Sleyp Y; Hoskens H; Indencleef K; Spence JP; Bruffaerts R; Radwan A; Eller RJ; Richmond S; Shriver MD; Shaffer JR; Weinberg SM; Walsh S; Thompson J; Pritchard JK; Sunaert S; Peeters H; Wysocka J; Claes P,2021,2021/04/05,Nature genetics,10.1038/s41588-021-00827-w,,18
abcd_33821375,33821375,"""I Don't Understand"": Who Is Missed When We Ask Early Adolescents, ""Are You Transgender""?",Dube S; Ivanova M; Potter A,2021,2021/04/05,Archives of sexual behavior,10.1007/s10508-021-01986-x,,18
abcd_33369616,33369616,Obesity and Eating Disorder Disparities Among Sexual and Gender Minority Youth.,Schvey NA; Pearlman AT; Klein DA; Murphy MA; Gray JC,2021,2021/04/01,JAMA pediatrics,10.1001/jamapediatrics.2020.5152,,18
abcd_33789457,33789457,The Elusive Phenotype of Preadolescent Suicidal Thoughts and Behaviors: Can Neuroimaging Deliver on Its Promise?,Auerbach RP; Chase HW; Brent DA,2021,2021/04/01,The American journal of psychiatry,10.1176/appi.ajp.2020.21010022,,18
abcd_34095893,34095893,"Race, Socioeconomic Status, and Cerebellum Cortex Fractional Anisotropy in Pre-Adolescents.",Assari S; Boyce S,2021,2021/03/31,"Adolescents (Basel, Switzerland)",10.3390/adolescents1020007,,18
abcd_33626946,33626946,Children with ADHD Have a Greater Lifetime History of Concussion: Results from the ABCD Study.,Cook NE; Karr JE; Iverson GL,2021,2021/03/30,Journal of neurotrauma,10.1089/neu.2021.0019,,18
abcd_33862325,33862325,Multimodal brain predictors of current weight and weight gain in children enrolled in the ABCD study ®.,Adise S; Allgaier N; Laurent J; Hahn S; Chaarani B; Owens M; Yuan D; Nyugen P; Mackey S; Potter A; Garavan HP,2021,2021/03/30,Developmental cognitive neuroscience,10.1016/j.dcn.2021.100948,,18
abcd_34604532,34604532,Association Between Parental Educational Attainment and Children's Negative Urgency: Sex Differences.,Assari S,2021,2021/03/30,International journal of epidemiologic research,10.34172/IJER.2021.04,,18
abcd_33771979,33771979,Polygenic risk scores for major psychiatric and neurodevelopmental disorders contribute to sleep disturbance in childhood: Adolescent Brain Cognitive Development (ABCD) Study.,Ohi K; Ochi R; Noda Y; Wada M; Sugiyama S; Nishi A; Shioiri T; Mimura M; Nakajima S,2021,2021/03/26,Translational psychiatry,10.1038/s41398-021-01308-8,,18
abcd_33771727,33771727,"Associations Between Neighborhood Disadvantage, Resting-State Functional Connectivity, and Behavior in the Adolescent Brain Cognitive Development Study: The Moderating Role of Positive Family and School Environments.",Rakesh D; Seguin C; Zalesky A; Cropley V; Whittle S,2021,2021/03/23,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2021.03.008,,18
abcd_33809905,33809905,Parental Education and Left Lateral Orbitofrontal Cortical Activity during N-Back Task: An fMRI Study of American Adolescents.,Assari S; Boyce S; Saqib M; Bazargan M; Caldwell CH,2021,2021/03/22,Brain sciences,10.3390/brainsci11030401,,18
abcd_33740410,33740410,Gene-environment correlations and causal effects of childhood maltreatment on physical and mental health: a genetically informed approach.,Warrier V; Kwong ASF; Luo M; Dalvie S; Croft J; Sallis HM; Baldwin J; Munafò MR; Nievergelt CM; Grant AJ; Burgess S; Moore TM; Barzilay R; McIntosh A; van IJzendoorn MH; Cecil CAM,2021,2021/03/16,The lancet. Psychiatry,10.1016/S2215-0366(20)30569-1,,18
abcd_33737246,33737246,Deep learning based segmentation of brain tissue from diffusion MRI.,Zhang F; Breger A; Cho KIK; Ning L; Westin CF; O'Donnell LJ; Pasternak O,2021,2021/03/16,NeuroImage,10.1016/j.neuroimage.2021.117934,,18
abcd_33799042,33799042,Contributions from resting state functional connectivity and familial risk to early adolescent-onset MDD: Results from the Adolescent Brain Cognitive Development study.,Cai Y; Elsayed NM; Barch DM,2021,2021/03/16,Journal of affective disorders,10.1016/j.jad.2021.03.031,,18
abcd_33706021,33706021,Identification and Validation of Distinct Latent Neurodevelopmental Profiles in the Adolescent Brain and Cognitive Development Study.,Lichenstein SD; Roos C; Kohler R; Kiluk B; Carroll KM; Worhunsky PD; Witkiewitz K; Yip SW,2021,2021/03/09,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2021.02.013,,18
abcd_33661097,33661097,Design issues and solutions for stop-signal data from the Adolescent Brain Cognitive Development (ABCD) study.,Bissett PG; Hagen MP; Jones HM; Poldrack RA,2021,2021/03/04,eLife,10.7554/eLife.60185,,18
abcd_33806587,33806587,Resting-State Functional Connectivity between Putamen and Salience Network and Childhood Body Mass Index.,Assari S; Boyce S,2021,2021/03/04,Neurology international,10.3390/neurolint13010009,,18
abcd_33646623,33646623,Contemporary screen time modalities among children 9-10 years old and binge-eating disorder at one-year follow-up: A prospective cohort study.,Nagata JM; Iyer P; Chu J; Baker FC; Pettee Gabriel K; Garber AK; Murray SB; Bibbins-Domingo K; Ganson KT,2021,2021/03/01,The International journal of eating disorders,10.1002/eat.23489,,18
abcd_33646417,33646417,Reported autism diagnosis is associated with psychotic-like symptoms in the Adolescent Brain Cognitive Development cohort.,Jutla A; Donohue MR; Veenstra-VanderWeele J; Foss-Feig JH,2021,2021/03/01,European child & adolescent psychiatry,10.1007/s00787-021-01738-1,,18
abcd_33638150,33638150,Does maternal psychopathology bias reports of offspring symptoms? A study using moderated non-linear factor analysis.,Olino TM; Michelini G; Mennies RJ; Kotov R; Klein DN,2021,2021/02/26,"Journal of child psychology and psychiatry, and allied disciplines",10.1111/jcpp.13394,,18
abcd_33630070,33630070,Association Between Habitual Snoring and Cognitive Performance Among a Large Sample of Preadolescent Children.,Isaiah A; Ernst T; Cloak CC; Clark DB; Chang L,2021,2021/02/25,JAMA otolaryngology-- head & neck surgery,10.1001/jamaoto.2020.5712,,18
abcd_33713937,33713937,Preliminary analysis of low-level alcohol use and suicidality with children in the adolescent brain and cognitive development (ABCD) baseline cohort.,Aguinaldo LD; Goldstone A; Hasler BP; Brent DA; Coronado C; Jacobus J,2021,2021/02/23,Psychiatry research,10.1016/j.psychres.2021.113825,,18
abcd_33679599,33679599,Correspondence Between Perceived Pubertal Development and Hormone Levels in 9-10 Year-Olds From the Adolescent Brain Cognitive Development Study.,Herting MM; Uban KA; Gonzalez MR; Baker FC; Kan EC; Thompson WK; Granger DA; Albaugh MD; Anokhin AP; Bagot KS; Banich MT; Barch DM; Baskin-Sommers A; Breslin FJ; Casey BJ; Chaarani B; Chang L; Clark DB; Cloak CC; Constable RT; Cottler LB; Dagher RK; Dapretto M; Dick AS; Dosenbach N; Dowling GJ; Dumas JA; Edwards S; Ernst T; Fair DA; Feldstein-Ewing SW; Freedman EG; Fuemmeler BF; Garavan H; Gee DG; Giedd JN; Glaser PEA; Goldstone A; Gray KM; Hawes SW; Heath AC; Heitzeg MM; Hewitt JK; Heyser CJ; Hoffman EA; Huber RS; Huestis MA; Hyde LW; Infante MA; Ivanova MY; Jacobus J; Jernigan TL; Karcher NR; Laird AR; LeBlanc KH; Lisdahl K; Luciana M; Luna B; Maes HH; Marshall AT; Mason MJ; McGlade EC; Morris AS; Nagel BJ; Neigh GN; Palmer CE; Paulus MP; Potter AS; Puttler LI; Rajapakse N; Rapuano K; Reeves G; Renshaw PF; Schirda C; Sher KJ; Sheth C; Shilling PD; Squeglia LM; Sutherland MT; Tapert SF; Tomko RL; Yurgelun-Todd D; Wade NE; Weiss SRB; Zucker RA; Sowell ER,2021,2021/02/18,Frontiers in endocrinology,10.3389/fendo.2020.549928,,18
abcd_33676072,33676072,The association between child alcohol sipping and alcohol expectancies in the ABCD study.,Murphy MA; Dufour SC; Gray JC,2021,2021/02/16,Drug and alcohol dependence,10.1016/j.drugalcdep.2021.108624,,18
abcd_34621600,34621600,The General Factor of Psychopathology in the Adolescent Brain Cognitive Development (ABCD) Study: A Comparison of Alternative Modeling Approaches.,Clark DA; Hicks BM; Angstadt M; Rutherford S; Taxali A; Hyde L; Weigard A; Heitzeg MM; Sripada C,2021,2021/02/16,Clinical psychological science : a journal of the Association for Psychological Science,10.1177/2167702620959317,,19
abcd_33657461,33657461,Quadratic relations of BMI with depression and brain volume in children: Analysis of data from the ABCD study.,Bohon C; Welch H,2021,2021/02/15,Journal of psychiatric research,10.1016/j.jpsychires.2021.02.038,,19
abcd_33145600,33145600,Individual Differences in Cognitive Performance Are Better Predicted by Global Rather Than Localized BOLD Activity Patterns Across the Cortex.,Zhao W; Palmer CE; Thompson WK; Chaarani B; Garavan HP; Casey BJ; Jernigan TL; Dale AM; Fan CC,2021,2021/02/05,"Cerebral cortex (New York, N.Y. : 1991)",10.1093/cercor/bhaa290,,19
abcd_33523708,33523708,Interpreting Interaction Effects in Generalized Linear Models of Nonlinear Probabilities and Counts.,McCabe CJ; Halvorson MA; King KM; Cao X; Kim DS,2021,2021/02/01,Multivariate behavioral research,10.1080/00273171.2020.1868966,,19
abcd_33165022,33165022,A High Psychological and Somatic Symptom Profile and Family Health Factors Predict New or Persistent Pain During Early Adolescence.,Voepel-Lewis T; Seng JS; Chen B; Scott EL,2021,2021/02/01,The Clinical journal of pain,10.1097/AJP.0000000000000896,,19
abcd_33705164,33705164,"Nonsuicidal self-injury, suicide ideation, and suicide attempts among sexual minority children.",Blashill AJ; Fox K; Feinstein BA; Albright CA; Calzo JP,2021,2021/02/01,Journal of consulting and clinical psychology,10.1037/ccp0000624,,19
abcd_33529676,33529676,Caffeine exposure in utero is associated with structural brain alterations and deleterious neurocognitive outcomes in 9-10 year old children.,Christensen ZP; Freedman EG; Foxe JJ,2021,2021/01/30,Neuropharmacology,10.1016/j.neuropharm.2021.108479,,19
abcd_33556882,33556882,Decomposing complex links between the childhood environment and brain structure in school-aged youth.,Hong SJ; Sisk LM; Caballero C; Mekhanik A; Roy AK; Milham MP; Gee DG,2021,2021/01/22,Developmental cognitive neuroscience,10.1016/j.dcn.2021.100919,,19
abcd_33472387,33472387,Multimodal Neuroimaging of Suicidal Thoughts and Behaviors in a U.S. Population-Based Sample of School-Age Children.,Vidal-Ribas P; Janiri D; Doucet GE; Pornpattananangkul N; Nielson DM; Frangou S; Stringaris A,2021,2021/01/21,The American journal of psychiatry,10.1176/appi.ajp.2020.20020120,,19
abcd_33410532,33410532,Tuber Locations Associated with Infantile Spasms Map to a Common Brain Network.,Cohen AL; Mulder BPF; Prohl AK; Soussand L; Davis P; Kroeck MR; McManus P; Gholipour A; Scherrer B; Bebin EM; Wu JY; Northrup H; Krueger DA; Sahin M; Warfield SK; Fox MD; Peters JM,2021,2021/01/21,Annals of neurology,10.1002/ana.26015,,19
abcd_33479512,33479512,Association of gray matter volumes with general and specific dimensions of psychopathology in children.,Durham EL; Jeong HJ; Moore TM; Dupont RM; Cardenas-Iniguez C; Cui Z; Stone FE; Berman MG; Lahey BB; Kaczkurkin AN,2021,2021/01/21,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,10.1038/s41386-020-00952-w,,19
abcd_33462190,33462190,Multimethod investigation of the neurobiological basis of ADHD symptomatology in children aged 9-10: baseline data from the ABCD study.,Owens MM; Allgaier N; Hahn S; Yuan D; Albaugh M; Adise S; Chaarani B; Ortigara J; Juliano A; Potter A; Garavan H,2021,2021/01/18,Translational psychiatry,10.1038/s41398-020-01192-8,,19
abcd_33536880,33536880,Retaining Adolescent and Young Adult Participants in Research During a Pandemic: Best Practices From Two Large-Scale Developmental Neuroimaging Studies (NCANDA and ABCD).,Nooner KB; Chung T; Feldstein Ewing SW; Brumback T; Arwood Z; Tapert SF; Brown SA; Cottler L,2021,2021/01/18,Frontiers in behavioral neuroscience,10.3389/fnbeh.2020.597902,,19
abcd_33467473,33467473,Typologies of Family Functioning and 24-h Movement Behaviors.,Guerrero MD; Barnes JD; Tremblay MS; Pulkki-Råback L,2021,2021/01/15,International journal of environmental research and public health,10.3390/ijerph18020699,,19
abcd_33441214,33441214,"Differentiated nomological networks of internalizing, externalizing, and the general factor of psychopathology (' factor') in emerging adolescence in the ABCD study.",Brislin SJ; Martz ME; Joshi S; Duval ER; Gard A; Clark DA; Hyde LW; Hicks BM; Taxali A; Angstadt M; Rutherford S; Heitzeg MM; Sripada C,2021,2021/01/14,Psychological medicine,10.1017/S0033291720005103,,19
abcd_33434614,33434614,Risk factors associated with curiosity about alcohol use in the ABCD cohort.,Wade NE; Palmer CE; Gonzalez MR; Wallace AL; Infante MA; Tapert SF; Jacobus J; Bagot KS,2021,2021/01/09,"Alcohol (Fayetteville, N.Y.)",10.1016/j.alcohol.2021.01.002,,19
abcd_33404947,33404947,Powering and Structuring Intersectionality: Beyond Main and Interactive Associations.,Del Río-González AM; Holt SL; Bowleg L,2021,2021/01/06,"of Abnormal Child Psychology, 2020) for their application of the intersectionality framework to the study of psychopathology and treatment utilization in youth in the ABCD study. We argue, however, that this application falls short of its intersectional promise. We discuss some conceptual and methodological/analytical issues that evidence the focal article’s lack of alignment with intersectionality’s core tenets, particularly regarding the central role of power and social-structural factors as drivers of inequities across intersectional positions. Specifically, we discuss our concerns with the testing and flattening of intersectionality, the selection and operationalization of intersectional positions, and the use of conventional regression models as quantitative analytical approach. We end by suggesting ways that intersectionality can help reduce the inequities in psychopathology and treatment utilization identified by Mennies et al. (Journal of Abnormal Child Psychology, 2020). Journal Research on child and adolescent psychopathology",10.1007/s10802-020-00720-w,,19
abcd_33403494,33403494,Family Processes and Child Psychopathology: A Between- and Within-Family/Child Analysis.,Lin SY; Schleider JL; Eaton NR,2021,2021/01/06,Research on child and adolescent psychopathology,10.1007/s10802-020-00749-x,,19
abcd_32737734,32737734,The Main and Interactive Associations between Demographic Factors and Psychopathology and Treatment Utilization in Youth: A Test of Intersectionality in the ABCD Study.,Mennies RJ; Birk SL; Norris LA; Olino TM,2021,2021/01/01,Research on child and adolescent psychopathology,10.1007/s10802-020-00687-8,,19
abcd_32965490,32965490,Associations Between Prenatal Cannabis Exposure and Childhood Outcomes: Results From the ABCD Study.,Paul SE; Hatoum AS; Fine JD; Johnson EC; Hansen I; Karcher NR; Moreau AL; Bondy E; Qu Y; Carter EB; Rogers CE; Agrawal A; Barch DM; Bogdan R,2021,2021/01/01,JAMA psychiatry,10.1001/jamapsychiatry.2020.2902,,19
abcd_33359407,33359407,Racial Disparities in Elementary School Disciplinary Actions: Findings From the ABCD Study.,Fadus MC; Valadez EA; Bryant BE; Garcia AM; Neelon B; Tomko RL; Squeglia LM,2020,2020/12/24,Journal of the American Academy of Child and Adolescent Psychiatry,10.1016/j.jaac.2020.11.017,,19
abcd_33325561,33325561,Altered hippocampal microstructure and function in children who experienced Hurricane Irma.,Conley MI; Skalaban LJ; Rapuano KM; Gonzalez R; Laird AR; Dick AS; Sutherland MT; Watts R; Casey BJ,2020,2020/12/16,Developmental psychobiology,10.1002/dev.22071,,19
abcd_33360278,33360278,The role of family conflict in mediating impulsivity to early substance exposure among preteens.,Wang Z; Buu A; Lohrmann DK; Shih PC; Lin HC,2020,2020/12/14,Addictive behaviors,10.1016/j.addbeh.2020.106779,,19
abcd_33176359,33176359,"Disentangling vulnerability, state and trait features of neurocognitive impairments in depression.",Ang YS; Frontero N; Belleau E; Pizzagalli DA,2020,2020/12/10,Brain : a journal of neurology,10.1093/brain/awaa314,,19
abcd_33317053,33317053,"Parental Education, Household Income, and Cortical Surface Area among 9-10 Years Old Children: Minorities' Diminished Returns.",Assari S,2020,2020/12/09,Brain sciences,10.3390/brainsci10120956,,19
abcd_33297546,33297546,"Parental Education, Household Income, Race, and Children's Working Memory: Complexity of the Effects.",Akhlaghipour G; Assari S,2020,2020/12/07,Brain sciences,10.3390/brainsci10120950,,19
abcd_33294964,33294964,Psychotic Like Experiences are Associated with Suicide Ideation and Behavior in 9 to 10 Year Old Children in the United States.,Grattan RE; Karcher NR; Maguire AM; Hatch B; Barch DM; Niendam TA,2020,2020/11/27,Research on child and adolescent psychopathology,10.1007/s10802-020-00721-9,,19
abcd_33238925,33238925,Screen media activity does not displace other recreational activities among 9-10 year-old youth: a cross-sectional ABCD study®.,Lees B; Squeglia LM; Breslin FJ; Thompson WK; Tapert SF; Paulus MP,2020,2020/11/25,BMC public health,10.1186/s12889-020-09894-w,,19
abcd_33518499,33518499,Direct and Indirect Associations of Widespread Individual Differences in Brain White Matter Microstructure With Executive Functioning and General and Specific Dimensions of Psychopathology in Children.,Cardenas-Iniguez C; Moore TM; Kaczkurkin AN; Meyer FAC; Satterthwaite TD; Fair DA; White T; Blok E; Applegate B; Thompson LM; Rosenberg MD; Hedeker D; Berman MG; Lahey BB,2020,2020/11/25,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2020.11.007,,19
abcd_33233814,33233814,Mental Rotation in American Children: Diminished Returns of Parental Education in Black Families.,Assari S,2020,2020/11/20,Pediatric reports,10.3390/pediatric12030028,,19
abcd_33282415,33282415,American Children's Screen Time: Diminished Returns of Household Income in Black Families.,Assari S,2020,2020/11/20,Information (Basel),10.3390/info11110538,,19
